Energy,Gap
199.099,15.93004717
205.29054,16.19663417
211.48208,16.45643015
217.67362,16.70968746
223.86516,16.95665227
230.0567,17.19756468
236.24824,17.43265879
242.43978,17.66216279
248.63132,17.88629898
254.82286,18.10528389
261.0144,18.31932834
267.20594,18.52863752
273.39748,18.73341104
279.58902,18.93384302
285.78056,19.13012218
291.9721,19.32243187
298.16364,19.51095018
304.35518,19.69584999
310.54672,19.87729907
316.73826,20.05546011
322.9298,20.23049085
329.12134,20.4025441
335.31288,20.57176784
341.50442,20.73830529
347.69596,20.90229498
353.8875,21.06387082
360.07904,21.22316219
366.27058,21.38029398
372.46212,21.5353867
378.65366,21.68855653
384.8452,21.83991539
391.03674,21.98957104
397.22828,22.13762711
403.41982,22.28418322
409.61136,22.42933503
415.8029,22.57317431
421.99444,22.71578899
428.18598,22.85726331
434.37752,22.9976778
440.56906,23.13710941
446.7606,23.27563159
452.95214,23.4133143
459.14368,23.55022417
465.33522,23.68642448
471.52676,23.82197532
477.7183,23.95693361
483.90984,24.09135318
490.10138,24.22528487
496.29292,24.35877654
502.48446,24.49187324
508.676,24.6246172
514.86754,24.75704792
521.05908,24.88920228
527.25062,25.02111458
533.44216,25.15281661
539.6337,25.28433774
545.82524,25.41570499
552.01678,25.5469431
558.20832,25.67807459
564.39986,25.80911987
570.5914,25.94009726
576.78294,26.07102312
582.97448,26.20191186
589.16602,26.33277609
595.35756,26.46362661
601.5491,26.59447256
607.74064,26.72532142
613.93218,26.85617914
620.12372,26.9870502
626.31526,27.11793766
632.5068,27.24884326
638.69834,27.37976747
644.88988,27.51070958
651.08142,27.64166777
657.27296,27.77263917
663.4645,27.90361997
669.65604,28.03460543
675.84758,28.16559001
682.03912,28.29656743
688.23066,28.42753072
694.4222,28.55847231
700.61374,28.68938411
706.80528,28.82025757
712.99682,28.95108375
719.18836,29.08185341
725.3799,29.21255708
731.57144,29.3431851
737.76298,29.47372775
743.95452,29.60417528
750.14606,29.73451798
756.3376,29.8647463
762.52914,29.99485086
768.72068,30.12482257
774.91222,30.25465269
781.10376,30.3843329
787.2953,30.51385536
793.48684,30.6432128
799.67838,30.77239861
805.86992,30.90140687
812.06146,31.03023244
818.253,31.15887107
824.44454,31.28731941
830.63608,31.41557513
836.82762,31.54363697
843.01916,31.67150483
849.2107,31.79917982
855.40224,31.92666434
861.59378,32.0539622
867.78532,32.1810786
873.97686,32.30802029
880.1684,32.4347956
886.35994,32.5614145
892.55148,32.68788874
898.74302,32.81423183
904.93456,32.94045918
911.1261,33.06658816
917.31764,33.19263816
923.50918,33.31863067
929.70072,33.44458934
935.89226,33.57054008
942.0838,33.69651112
948.27534,33.82253306
954.46688,33.94863899
960.65842,34.07486453
966.84996,34.20124789
973.0415,34.32782999
979.23304,34.45465449
985.42458,34.58176788
991.61612,34.70921957
997.80766,34.83706191
1003.9992,34.96535034
1010.19074,35.09414339
1016.38228,35.22350279
1022.57382,35.35349354
1028.76536,35.48418399
1034.9569,35.61564589
1041.14844,35.74795448
1047.33998,35.88118855
1053.53152,36.01543054
1059.72306,36.15076658
1065.9146,36.28728659
1072.10614,36.42508432
1078.29768,36.56425747
1084.48922,36.70490773
1090.68076,36.84714084
1096.8723,36.9910667
1103.06384,37.13679944
1109.25538,37.28445744
1115.44692,37.43416348
1121.63846,37.58604475
1127.83,37.74023296
1134.02154,37.8968644
1140.21308,38.05608001
1146.40462,38.21802546
1152.59616,38.38285121
1158.7877,38.55071261
1164.97924,38.72176994
1171.17078,38.89618851
1177.36232,39.07413872
1183.55386,39.25579613
1189.7454,39.44134153
1195.93694,39.63096104
1202.12848,39.82484615
1208.32002,40.02319382
1214.51156,40.22620652
1220.7031,40.43409233
1226.89464,40.64706502
1233.08618,40.8653441
1239.27772,41.08915489
1245.46926,41.31872861
1251.6608,41.55430246
1257.85234,41.79611968
1264.04388,42.0444296
1270.23542,42.29948776
1276.42696,42.56155595
1282.6185,42.8309023
1288.81004,43.10780133
1295.00158,43.39253406
1301.19312,43.68538805
1307.38466,43.98665748
1313.5762,44.29664323
1319.76774,44.61565297
1325.95928,44.94400117
1332.15082,45.28200927
1338.34236,45.63000566
1344.5339,45.9883258
1350.72544,46.35731231
1356.91698,46.73731498
1363.10852,47.12869091
1369.30006,47.53180455
1375.4916,47.94702776
1381.68314,48.37473993
1387.87468,48.81532799
1394.06622,49.26918655
1400.25776,49.73671791
1406.4493,50.21833219
1412.64084,50.71444734
1418.83238,51.22548929
1425.02392,51.75189195
1431.21546,52.29409733
