Energy,Gap
50.0000, 24.1001
60.0000, 26.1005
70.0000, 27.6997
80.0000, 29.2000
90.0000, 30.6000
100.0000, 31.8000
120.0000, 33.9977
140.0000, 36.0000
160.0000, 37.7002
180.0000, 39.3000
200.0000, 40.8001
220.0000, 42.1999
240.0000, 43.6000
260.0000, 44.8999
280.0000, 46.0975
300.0000, 47.3000
350.0000, 50.3000
400.0000, 53.2000
450.0000, 56.2000
500.0000, 59.3000
550.0000, 62.6000
