Energy,Gap
14.5060, 16.0000
15.8540, 17.5000
17.3500, 19.0000
19.6050, 21.0000
22.1300, 23.0000
25.0220, 25.0000
28.2820, 27.0000
31.9590, 29.0000
36.1260, 31.0000
40.8200, 33.0000
48.9790, 36.0000
55.2830, 38.0000
62.3210, 40.0000
70.1650, 42.0000
78.9540, 44.0000
99.5100, 48.0000
117.8790, 51.0000
138.8890, 54.0000
162.8410, 57.0000
189.7850, 60.0000
299.2500, 70.0000
427.5140, 80.0000
538.0000, 90.0000
608.0000, 100.0000
635.0000, 120.0000
